Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
International migrant stock (% of population),SM.POP.TOTL.ZS,Philippines,PHL,0.248712858,0.408168649,..,..,..,0.224206214,..,..,..,..,0.210390539,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Poland,POL,2.952646635,2.144271839,..,..,..,1.665385083,..,..,..,..,1.604180837,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Portugal,PRT,4.406147062,6.3381752,..,..,..,7.206771347,..,..,..,..,8.089593589,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Puerto Rico,PRI,9.150382719,9.350534016,..,..,..,8.220917704,..,..,..,..,7.465496392,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Qatar,QAT,65.00887764,60.61086556,..,..,..,82.49234075,..,..,..,..,75.49762789,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Romania,ROU,0.578240506,0.573699397,..,..,..,0.768428222,..,..,..,..,1.163134803,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Russian Federation,RUS,7.809894347,8.128565367,..,..,..,7.819823034,..,..,..,..,8.11621786,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Rwanda,RWA,2.202131206,4.3266194,..,..,..,4.243258648,..,..,..,..,3.803080984,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Samoa,WSM,2.061216345,3.435005211,..,..,..,2.753334158,..,..,..,..,2.550872544,..
International migrant stock (% of population),SM.POP.TOTL.ZS,San Marino,SMR,13.76585569,14.75200584,..,..,..,14.33365917,..,..,..,..,14.84220132,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sao Tome and Principe,STP,4.914814,3.182321892,..,..,..,1.58005618,..,..,..,..,1.25772286,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Saudi Arabia,SAU,30.55012901,24.60415029,..,..,..,30.0098321,..,..,..,..,32.29494249,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Senegal,SEN,3.598652738,2.351799256,..,..,..,1.976507918,..,..,..,..,1.739951417,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Serbia,SRB,1.042996868,9.053527383,..,..,..,9.118686449,..,..,..,..,9.122622084,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Seychelles,SYC,5.268523369,8.10064815,..,..,..,12.26888409,..,..,..,..,13.25890682,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sierra Leone,SLE,5.653275024,2.419306579,..,..,..,1.687216992,..,..,..,..,1.413457295,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Singapore,SGP,24.11026389,34.49790375,..,..,..,42.62277265,..,..,..,..,45.39179191,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,79.09433962,..,..,..,..,70.44779972,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Slovak Republic,SVK,0.782441775,2.160686884,..,..,..,2.706155251,..,..,..,..,3.265417899,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Slovenia,SVN,8.874917768,8.599694668,..,..,..,12.36484643,..,..,..,..,11.41296409,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Solomon Islands,SLB,1.355143034,0.965474758,..,..,..,0.524538321,..,..,..,..,0.442947201,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Somalia,SOM,7.566009635,0.271981971,..,..,..,0.250424924,..,..,..,..,0.234455884,..
International migrant stock (% of population),SM.POP.TOTL.ZS,South Africa,ZAF,3.163285135,2.231392327,..,..,..,3.764120496,..,..,..,..,5.767090449,..
International migrant stock (% of population),SM.POP.TOTL.ZS,South Sudan,SSD,..,..,..,..,..,2.56456661,..,..,..,..,6.67856204,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Spain,ESP,2.096356009,4.066977016,..,..,..,13.47610287,..,..,..,..,12.69023719,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sri Lanka,LKA,0.239809814,0.213652815,..,..,..,0.192853811,..,..,..,..,0.186850018,..
International migrant stock (% of population),SM.POP.TOTL.ZS,St. Kitts and Nevis,KNA,7.861288664,12.89083084,..,..,..,13.83901284,..,..,..,..,13.39343554,..
International migrant stock (% of population),SM.POP.TOTL.ZS,St. Lucia,LCA,3.839195253,6.28739272,..,..,..,6.820859428,..,..,..,..,6.903280558,..
International migrant stock (% of population),SM.POP.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
International migrant stock (% of population),SM.POP.TOTL.ZS,St. Vincent and the Grenadines,VCT,3.692714098,3.991769929,..,..,..,4.102784588,..,..,..,..,4.181359741,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sudan,SDN,5.443701551,2.306073021,..,..,..,1.252644497,..,..,..,..,1.251344542,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Suriname,SUR,4.416375197,5.721464958,..,..,..,7.664516029,..,..,..,..,8.625811501,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Sweden,SWE,9.215529143,11.31386236,..,..,..,14.76108676,..,..,..,..,16.76755875,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Switzerland,CHE,20.86153265,21.92084633,..,..,..,26.5011556,..,..,..,..,29.38668554,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Syrian Arab Republic,SYR,5.735355284,5.089094139,..,..,..,8.020626042,..,..,..,..,4.730134388,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Tajikistan,TJK,8.0965989,4.837676152,..,..,..,3.668730585,..,..,..,..,3.242910896,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Tanzania,TZA,2.254773785,2.730616603,..,..,..,0.676034987,..,..,..,..,0.48853553,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Thailand,THA,0.934370119,2.006307785,..,..,..,4.834357704,..,..,..,..,5.758232652,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Timor-Leste,TLS,1.209622402,1.251438588,..,..,..,1.038952931,..,..,..,..,0.914442949,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Togo,TGO,2.240435687,2.828687098,..,..,..,3.994178553,..,..,..,..,3.79000676,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Tonga,TON,3.059315621,3.76310037,..,..,..,4.831308263,..,..,..,..,5.397946689,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Trinidad and Tobago,TTO,4.146479593,3.292875282,..,..,..,3.63121614,..,..,..,..,3.66763033,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Tunisia,TUN,0.461374184,0.375763259,..,..,..,0.405782618,..,..,..,..,0.503849717,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Turkey,TUR,2.155189393,2.025553162,..,..,..,1.890507724,..,..,..,..,3.769001103,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Turkmenistan,TKM,8.356052345,4.853980489,..,..,..,3.926600483,..,..,..,..,3.654711583,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Turks and Caicos Islands,TCA,43.82683983,47.75905912,..,..,..,35.08856839,..,..,..,..,34.03710067,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Tuvalu,TUV,3.531763661,2.303853912,..,..,..,1.567111021,..,..,..,..,1.421944332,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Uganda,UGA,3.211545958,2.671574731,..,..,..,1.5962875,..,..,..,..,1.920126168,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Ukraine,UKR,13.41817947,11.33848213,..,..,..,10.55647586,..,..,..,..,10.78646116,..
International migrant stock (% of population),SM.POP.TOTL.ZS,United Arab Emirates,ARE,72.12830769,80.21548604,..,..,..,87.84023393,..,..,..,..,88.40404837,..
International migrant stock (% of population),SM.POP.TOTL.ZS,United Kingdom,GBR,6.391662619,8.035341836,..,..,..,12.12529508,..,..,..,..,13.20097825,..
International migrant stock (% of population),SM.POP.TOTL.ZS,United States,USA,9.195660425,12.30631924,..,..,..,14.25848364,..,..,..,..,14.49065352,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Uruguay,URY,3.154868493,2.675836329,..,..,..,2.260036854,..,..,..,..,2.092316749,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Uzbekistan,UZB,8.057421485,5.731451489,..,..,..,4.398555806,..,..,..,..,3.91690324,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Vanuatu,VUT,1.573997668,1.419014579,..,..,..,1.265769216,..,..,..,..,1.204222904,..
International migrant stock (% of population),SM.POP.TOTL.ZS,"Venezuela, RB",VEN,5.160664162,4.14053041,..,..,..,4.59201169,..,..,..,..,4.514736572,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Vietnam,VNM,0.041222934,0.070690169,..,..,..,0.069893114,..,..,..,..,0.077897131,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Virgin Islands (U.S.),VIR,50.33267799,52.17074767,..,..,..,53.28345021,..,..,..,..,53.36387841,..
International migrant stock (% of population),SM.POP.TOTL.ZS,West Bank and Gaza,PSE,13.72254131,8.53662206,..,..,..,6.341753548,..,..,..,..,5.473039752,..
International migrant stock (% of population),SM.POP.TOTL.ZS,"Yemen, Rep.",YEM,0.993746478,0.806368272,..,..,..,1.211585873,..,..,..,..,1.282529228,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Zambia,ZMB,3.426552061,3.034107935,..,..,..,1.075176259,..,..,..,..,0.78902565,..
International migrant stock (% of population),SM.POP.TOTL.ZS,Zimbabwe,ZWE,5.978394759,3.280332986,..,..,..,2.847387525,..,..,..,..,2.556382525,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Jobs,,,,,,,,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,,,,,,,,
